Léxico,Supra category,Super category,Basic category
superexcitação,EMOÇÕES NÃO ESPECÍFICAS,,
superexcitado,EMOÇÕES NÃO ESPECÍFICAS,,
superexcitante,EMOÇÕES NÃO ESPECÍFICAS,,
superexcitar,EMOÇÕES NÃO ESPECÍFICAS,,
superexcitável,EMOÇÕES NÃO ESPECÍFICAS,,
temperamental,EMOÇÕES NÃO ESPECÍFICAS,,
temperamento,EMOÇÕES NÃO ESPECÍFICAS,,
tempestivamente,EMOÇÕES NÃO ESPECÍFICAS,,
tempestivo,EMOÇÕES NÃO ESPECÍFICAS,,
tiritação,EMOÇÕES NÃO ESPECÍFICAS,,
tiritante,EMOÇÕES NÃO ESPECÍFICAS,,
tiritar,EMOÇÕES NÃO ESPECÍFICAS,,
transpiração,EMOÇÕES NÃO ESPECÍFICAS,,
transpirado,EMOÇÕES NÃO ESPECÍFICAS,,
transpirar,EMOÇÕES NÃO ESPECÍFICAS,,
tremelicar,EMOÇÕES NÃO ESPECÍFICAS,,
tremente,EMOÇÕES NÃO ESPECÍFICAS,,
tremer,EMOÇÕES NÃO ESPECÍFICAS,,
tremor,EMOÇÕES NÃO ESPECÍFICAS,,
trémulo,EMOÇÕES NÃO ESPECÍFICAS,,
trepidação,EMOÇÕES NÃO ESPECÍFICAS,,
trepidante,EMOÇÕES NÃO ESPECÍFICAS,,
trepidar,EMOÇÕES NÃO ESPECÍFICAS,,
uivador,EMOÇÕES NÃO ESPECÍFICAS,,
uivar,EMOÇÕES NÃO ESPECÍFICAS,,
urro,EMOÇÕES NÃO ESPECÍFICAS,,
veemência,EMOÇÕES NÃO ESPECÍFICAS,,
veemente,EMOÇÕES NÃO ESPECÍFICAS,,
veementemente,EMOÇÕES NÃO ESPECÍFICAS,,
vermelhidão,EMOÇÕES NÃO ESPECÍFICAS,,
vermelho,EMOÇÕES NÃO ESPECÍFICAS,,
vibração,EMOÇÕES NÃO ESPECÍFICAS,,
vibrante,EMOÇÕES NÃO ESPECÍFICAS,,
vibrar,EMOÇÕES NÃO ESPECÍFICAS,,
alexitimia,INDIFERENÇA,,
ataraxia,INDIFERENÇA,,
desmotivação,INDIFERENÇA,,
desmotivado,INDIFERENÇA,,
desmotivar,INDIFERENÇA,,
estóico,INDIFERENÇA,,
impassibilidade,INDIFERENÇA,,
impassível,INDIFERENÇA,,
impávido,INDIFERENÇA,,
imperturbalidade,INDIFERENÇA,,
imperturbável,INDIFERENÇA,,
inabalável,INDIFERENÇA,,
indiferença,INDIFERENÇA,,
indiferente,INDIFERENÇA,,
indolência,INDIFERENÇA,,
indolente,INDIFERENÇA,,
indolentemente,INDIFERENÇA,,
indolor,INDIFERENÇA,,
insensibilidade,INDIFERENÇA,,
insensível,INDIFERENÇA,,
invalidez,INDIFERENÇA,,
inválido,INDIFERENÇA,,
neutralidade,INDIFERENÇA,,
neutro,INDIFERENÇA,,
